"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","88","Join cycle - No auth","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:55 UTC 2025","passed","Wed Oct 01 19:59:55 UTC 2025","Cycles > Join Cycle","User","",""
"","89","Login User - empty requirement field","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:44 UTC 2025","failed","Wed Oct 01 19:59:44 UTC 2025","Onboarding > Login","User","",""
"","86","Get cycle settings - Invalid token","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:52 UTC 2025","passed","Wed Oct 01 19:59:52 UTC 2025","Cycles > Get Cycle Settings","User","",""
"","86","Start cycle - invalid start day","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:51 UTC 2025","failed","Wed Oct 01 19:59:51 UTC 2025","Cycles > Start cycle","User","",""
"","86","End Cycle - No auth","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:52 UTC 2025","passed","Wed Oct 01 19:59:53 UTC 2025","Cycles > End Cycle","User","",""
"","91","Add Contribution - no auth","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:59 UTC 2025","failed","Wed Oct 01 19:59:59 UTC 2025","Contributions > Add Contribution","User","",""
"","88","Resend verification email - success","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:45 UTC 2025","failed","Wed Oct 01 19:59:45 UTC 2025","Onboarding > Resend verification email","User","",""
"","88","Get all filled cycle slots - success","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:56 UTC 2025","passed","Wed Oct 01 19:59:56 UTC 2025","Cycles > Slots Management > Fiiled Slots","User","",""
"","99","All Group Invites – Forbidden","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:49 UTC 2025","passed","Wed Oct 01 19:59:49 UTC 2025","Groups > All group invites","User","",""
"","87","Cycles in a group - invalid group id","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:54 UTC 2025","failed","Wed Oct 01 19:59:54 UTC 2025","Cycles > Get Cycles in Group","User","",""
"","95","Register User - Empty requirement field","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:43 UTC 2025","failed","Wed Oct 01 19:59:43 UTC 2025","Onboarding > Register User","User","",""
"","113","Slot swap by group admin - invalid id","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:58 UTC 2025","failed","Wed Oct 01 19:59:58 UTC 2025","Cycles > Slots Management > Slot Swap by Group Admin","User","",""
"","85","My Slot Position For a Cycle - No Auth","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:56 UTC 2025","passed","Wed Oct 01 19:59:56 UTC 2025","Cycles > Slots Management > My Slot Position","User","",""
"","89","Create Group – Invalid Params (invalid email format in members)","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:51 UTC 2025","passed","Wed Oct 01 19:59:51 UTC 2025","Groups > Create group","User","",""
"### Overview.

Duration can be one of month/months/week/weeks.  
If the cycle the slot belongs to has a monthly frequency, then the durations should be in `week|weeks`, i.e.

``` json
{
 ""duration"": ""4 weeks""
 }

 ```

if the cycle frequency is monthly, then the duration should be in `month|months` i.e.

``` json
{
 ""duration"": ""4 months""
 }

 ```

> NOTE: Ensure the duration of slot freeze is not greater than duration of the cycle, i.e. a cycle with duration of 6 months, would not allow a slot freeze with duration of 7 months.","85","Slot freeze - No Auth","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:58 UTC 2025","passed","Wed Oct 01 19:59:58 UTC 2025","Cycles > Slots Management > Slot Freeze","User","",""
"","86","User Slot Position For a Cycle - No Auth","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:56 UTC 2025","passed","Wed Oct 01 19:59:57 UTC 2025","Cycles > Slots Management > User Slot Position","User","",""
"","90","View Group Members – Success","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:50 UTC 2025","passed","Wed Oct 01 19:59:50 UTC 2025","Groups > View group members","User","",""
"","86","Get cycle members - Success","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:54 UTC 2025","passed","Wed Oct 01 19:59:54 UTC 2025","Cycles > Get Cycle Members","User","",""
"","90","Start cycle - Success","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:51 UTC 2025","failed","Wed Oct 01 19:59:51 UTC 2025","Cycles > Start cycle","User","",""
"","86","My Groups – No Auth","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:48 UTC 2025","failed","Wed Oct 01 19:59:48 UTC 2025","Groups > My Groups","User","",""
"","87","Slot Swap request - No Auth","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:57 UTC 2025","passed","Wed Oct 01 19:59:57 UTC 2025","Cycles > Slots Management > Slot Swap Request","User","",""
"","81","Reassign slot - success","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:58 UTC 2025","passed","Wed Oct 01 19:59:59 UTC 2025","Cycles > Slots Management > Reassign Slot","User","",""
"","80","End Cycle - Forbidden","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:53 UTC 2025","passed","Wed Oct 01 19:59:53 UTC 2025","Cycles > End Cycle","User","",""
"","86","All Group Members – Success","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:49 UTC 2025","passed","Wed Oct 01 19:59:49 UTC 2025","Groups > All group members","User","",""
"","87","View cycle member - invalid member id","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:55 UTC 2025","passed","Wed Oct 01 19:59:55 UTC 2025","Cycles > View Cycle Member","User","",""
"","83","View cycle member - Success","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:55 UTC 2025","passed","Wed Oct 01 19:59:55 UTC 2025","Cycles > View Cycle Member","User","",""
"","88","My Slot Position For a Cycle - success","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:56 UTC 2025","failed","Wed Oct 01 19:59:56 UTC 2025","Cycles > Slots Management > My Slot Position","User","",""
"","93","Add Contribution - Invalid slot position","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:59 UTC 2025","passed","Wed Oct 01 19:59:59 UTC 2025","Contributions > Add Contribution","User","",""
"","87","Start cycle - Invalid min slot","SLOT FINANCE - Users - QA","Wed Oct 01 19:59:51 UTC 2025","failed","Wed Oct 01 19:59:51 UTC 2025","Cycles > Start cycle","User","",""
